precinct,votes,ja'mal green,%,sophia king,%,kam buckner,%,willie l. wilson,%,brandon johnson,%,paul vallas,%,lori e. lightfoot,%,roderick t. sawyer,%,"jesus ""chuy"" garcia",%,ward
3,563,15,2.66%,4,0.71%,25,4.44%,24,4.26%,198,35.17%,121,21.49%,81,14.39%,3,0.53%,92,16.34%,Ward 46
4,722,14,1.94%,16,2.22%,16,2.22%,13,1.80%,202,27.98%,267,36.98%,96,13.30%,4,0.55%,94,13.02%,Ward 46
5,627,9,1.44%,9,1.44%,16,2.55%,25,3.99%,104,16.59%,290,46.25%,99,15.79%,1,0.16%,74,11.80%,Ward 46
6,810,14,1.73%,17,2.10%,33,4.07%,18,2.22%,266,32.84%,268,33.09%,104,12.84%,2,0.25%,88,10.86%,Ward 46
7,492,17,3.46%,4,0.81%,25,5.08%,20,4.07%,163,33.13%,145,29.47%,67,13.62%,1,0.20%,50,10.16%,Ward 46
8,579,12,2.07%,6,1.04%,40,6.91%,7,1.21%,194,33.51%,206,35.58%,48,8.29%,0,0%,66,11.40%,Ward 46
9,638,10,1.57%,9,1.41%,31,4.86%,37,5.80%,159,24.92%,238,37.30%,101,15.83%,2,0.31%,51,7.99%,Ward 46
10,551,13,2.36%,11,2.00%,17,3.09%,7,1.27%,259,47.01%,133,24.14%,58,10.53%,1,0.18%,52,9.44%,Ward 46
11,646,15,2.32%,4,0.62%,17,2.63%,32,4.95%,245,37.93%,182,28.17%,85,13.16%,0,0%,66,10.22%,Ward 46
12,839,13,1.55%,8,0.95%,20,2.38%,13,1.55%,245,29.20%,298,35.52%,136,16.21%,6,0.72%,100,11.92%,Ward 46
13,678,15,2.21%,9,1.33%,26,3.83%,10,1.47%,295,43.51%,173,25.52%,78,11.50%,2,0.29%,70,10.32%,Ward 46
14,359,5,1.39%,8,2.23%,15,4.18%,28,7.80%,121,33.70%,85,23.68%,55,15.32%,2,0.56%,40,11.14%,Ward 46
15,917,17,1.85%,7,0.76%,29,3.16%,22,2.40%,201,21.92%,386,42.09%,145,15.81%,2,0.22%,108,11.78%,Ward 46
16,516,10,1.94%,5,0.97%,16,3.10%,33,6.40%,229,44.38%,88,17.05%,71,13.76%,0,0%,64,12.40%,Ward 46
17,804,18,2.24%,13,1.62%,27,3.36%,47,5.85%,368,45.77%,150,18.66%,110,13.68%,5,0.62%,66,8.21%,Ward 46
18,616,22,3.57%,15,2.44%,24,3.90%,21,3.41%,263,42.69%,111,18.02%,85,13.80%,7,1.14%,68,11.04%,Ward 46
19,532,14,2.63%,12,2.26%,24,4.51%,38,7.14%,176,33.08%,110,20.68%,106,19.92%,0,0%,52,9.77%,Ward 46
20,515,18,3.50%,8,1.55%,13,2.52%,73,14.17%,169,32.82%,104,20.19%,75,14.56%,3,0.58%,52,10.10%,Ward 46
21,411,7,1.70%,3,0.73%,13,3.16%,26,6.33%,108,26.28%,104,25.30%,82,19.95%,0,0%,68,16.55%,Ward 46
22,549,18,3.28%,9,1.64%,15,2.73%,87,15.85%,165,30.05%,66,12.02%,118,21.49%,1,0.18%,70,12.75%,Ward 46
23,436,18,4.13%,6,1.38%,8,1.83%,36,8.26%,165,37.84%,71,16.28%,64,14.68%,1,0.23%,67,15.37%,Ward 46
1,505,9,1.78%,2,0.40%,18,3.56%,10,1.98%,186,36.83%,156,30.89%,46,9.11%,7,1.39%,71,14.06%,Ward 47
2,483,4,0.83%,7,1.45%,24,4.97%,9,1.86%,208,43.06%,117,24.22%,49,10.14%,1,0.21%,64,13.25%,Ward 47
3,459,5,1.09%,6,1.31%,23,5.01%,11,2.40%,223,48.58%,98,21.35%,40,8.71%,0,0%,53,11.55%,Ward 47
4,580,9,1.55%,7,1.21%,23,3.97%,11,1.90%,238,41.03%,158,27.24%,58,10.00%,2,0.34%,74,12.76%,Ward 47
5,698,11,1.58%,3,0.43%,29,4.15%,11,1.58%,384,55.01%,108,15.47%,82,11.75%,4,0.57%,66,9.46%,Ward 47
6,554,10,1.81%,9,1.62%,18,3.25%,4,0.72%,303,54.69%,97,17.51%,64,11.55%,3,0.54%,46,8.30%,Ward 47
7,909,22,2.42%,8,0.88%,32,3.52%,13,1.43%,373,41.03%,233,25.63%,110,12.10%,6,0.66%,112,12.32%,Ward 47
8,563,15,2.66%,5,0.89%,19,3.37%,11,1.95%,250,44.40%,158,28.06%,37,6.57%,3,0.53%,65,11.55%,Ward 47
9,712,16,2.25%,10,1.40%,25,3.51%,22,3.09%,263,36.94%,241,33.85%,63,8.85%,1,0.14%,71,9.97%,Ward 47
10,567,7,1.23%,7,1.23%,17,3.00%,11,1.94%,287,50.62%,144,25.40%,37,6.53%,0,0%,57,10.05%,Ward 47
11,507,5,0.99%,3,0.59%,24,4.73%,8,1.58%,196,38.66%,144,28.40%,47,9.27%,3,0.59%,77,15.19%,Ward 47
12,416,9,2.16%,5,1.20%,15,3.61%,10,2.40%,164,39.42%,121,29.09%,52,12.50%,1,0.24%,39,9.38%,Ward 47
13,426,10,2.35%,1,0.23%,13,3.05%,9,2.11%,171,40.14%,140,32.86%,31,7.28%,1,0.23%,50,11.74%,Ward 47
14,586,6,1.02%,6,1.02%,24,4.10%,17,2.90%,188,32.08%,200,34.13%,41,7.00%,2,0.34%,102,17.41%,Ward 47
15,659,13,1.97%,11,1.67%,15,2.28%,23,3.49%,135,20.49%,286,43.40%,85,12.90%,4,0.61%,87,13.20%,Ward 47
16,632,13,2.06%,7,1.11%,32,5.06%,8,1.27%,185,29.27%,263,41.61%,55,8.70%,0,0%,69,10.92%,Ward 47
17,527,14,2.66%,8,1.52%,26,4.93%,13,2.47%,183,34.72%,169,32.07%,51,9.68%,1,0.19%,62,11.76%,Ward 47
18,618,10,1.62%,4,0.65%,20,3.24%,6,0.97%,267,43.20%,201,32.52%,47,7.61%,1,0.16%,62,10.03%,Ward 47
19,615,10,1.63%,5,0.81%,21,3.41%,7,1.14%,250,40.65%,173,28.13%,60,9.76%,3,0.49%,86,13.98%,Ward 47
20,563,8,1.42%,3,0.53%,20,3.55%,6,1.07%,213,37.83%,211,37.48%,40,7.10%,2,0.36%,60,10.66%,Ward 47
21,622,12,1.93%,12,1.93%,27,4.34%,9,1.45%,175,28.14%,266,42.77%,73,11.74%,3,0.48%,45,7.23%,Ward 47
22,480,9,1.88%,3,0.63%,16,3.33%,9,1.88%,145,30.21%,200,41.67%,40,8.33%,0,0%,58,12.08%,Ward 47
23,561,6,1.07%,9,1.60%,20,3.57%,8,1.43%,174,31.02%,224,39.93%,59,10.52%,2,0.36%,59,10.52%,Ward 47
24,647,4,0.62%,9,1.39%,24,3.71%,12,1.85%,232,35.86%,246,38.02%,58,8.96%,1,0.15%,61,9.43%,Ward 47
25,531,12,2.26%,2,0.38%,23,4.33%,8,1.51%,176,33.15%,209,39.36%,50,9.42%,0,0%,51,9.60%,Ward 47
26,753,8,1.06%,20,2.66%,30,3.98%,11,1.46%,196,26.03%,323,42.90%,94,12.48%,3,0.40%,68,9.03%,Ward 47
27,670,9,1.34%,6,0.90%,31,4.63%,10,1.49%,189,28.21%,258,38.51%,80,11.94%,2,0.30%,85,12.69%,Ward 47
28,461,10,2.17%,7,1.52%,8,1.74%,18,3.90%,92,19.96%,230,49.89%,47,10.20%,1,0.22%,48,10.41%,Ward 47
1,667,9,1.35%,5,0.75%,41,6.15%,10,1.50%,299,44.83%,130,19.49%,94,14.09%,4,0.60%,75,11.24%,Ward 48
2,270,2,0.74%,4,1.48%,5,1.85%,12,4.44%,58,21.48%,85,31.48%,54,20.00%,0,0%,50,18.52%,Ward 48
3,347,6,1.73%,2,0.58%,3,0.86%,20,5.76%,111,31.99%,97,27.95%,64,18.44%,3,0.86%,41,11.82%,Ward 48
4,351,8,2.28%,5,1.42%,13,3.70%,13,3.70%,130,37.04%,71,20.23%,61,17.38%,2,0.57%,48,13.68%,Ward 48
5,291,5,1.72%,7,2.41%,3,1.03%,5,1.72%,64,21.99%,92,31.62%,62,21.31%,1,0.34%,52,17.87%,Ward 48
6,501,13,2.59%,10,2.00%,19,3.79%,16,3.19%,180,35.93%,108,21.56%,78,15.57%,2,0.40%,75,14.97%,Ward 48
7,538,6,1.12%,7,1.30%,18,3.35%,6,1.12%,258,47.96%,124,23.05%,62,11.52%,1,0.19%,56,10.41%,Ward 48
8,375,4,1.07%,12,3.20%,8,2.13%,12,3.20%,81,21.60%,136,36.27%,59,15.73%,1,0.27%,62,16.53%,Ward 48
9,315,0,0%,3,0.95%,0,0%,14,4.44%,60,19.05%,150,47.62%,53,16.83%,2,0.63%,33,10.48%,Ward 48
10,608,11,1.81%,12,1.97%,14,2.30%,11,1.81%,289,47.53%,127,20.89%,85,13.98%,2,0.33%,57,9.38%,Ward 48
11,430,6,1.40%,11,2.56%,14,3.26%,5,1.16%,153,35.58%,117,27.21%,70,16.28%,1,0.23%,53,12.33%,Ward 48
12,585,10,1.71%,15,2.56%,13,2.22%,41,7.01%,189,32.31%,168,28.72%,90,15.38%,4,0.68%,55,9.40%,Ward 48
13,503,4,0.80%,11,2.19%,11,2.19%,18,3.58%,102,20.28%,219,43.54%,73,14.51%,3,0.60%,62,12.33%,Ward 48
14,477,15,3.14%,9,1.89%,18,3.77%,17,3.56%,161,33.75%,127,26.62%,79,16.56%,3,0.63%,48,10.06%,Ward 48
15,380,19,5.00%,10,2.63%,7,1.84%,33,8.68%,139,36.58%,79,20.79%,58,15.26%,1,0.26%,34,8.95%,Ward 48
16,299,6,2.01%,5,1.67%,12,4.01%,35,11.71%,96,32.11%,59,19.73%,51,17.06%,1,0.33%,34,11.37%,Ward 48
17,194,1,0.52%,4,2.06%,1,0.52%,5,2.58%,41,21.13%,89,45.88%,35,18.04%,0,0%,18,9.28%,Ward 48
18,457,20,4.38%,9,1.97%,16,3.50%,32,7.00%,151,33.04%,99,21.66%,67,14.66%,1,0.22%,62,13.57%,Ward 48
19,320,7,2.19%,3,0.94%,12,3.75%,7,2.19%,83,25.94%,105,32.81%,58,18.13%,0,0%,45,14.06%,Ward 48
20,252,2,0.79%,2,0.79%,7,2.78%,5,1.98%,60,23.81%,98,38.89%,51,20.24%,1,0.40%,26,10.32%,Ward 48
21,445,13,2.92%,5,1.12%,14,3.15%,41,9.21%,151,33.93%,80,17.98%,87,19.55%,1,0.22%,53,11.91%,Ward 48
22,356,9,2.53%,5,1.40%,8,2.25%,11,3.09%,56,15.73%,152,42.70%,76,21.35%,1,0.28%,38,10.67%,Ward 48
23,401,5,1.25%,11,2.74%,13,3.24%,11,2.74%,81,20.20%,153,38.15%,69,17.21%,3,0.75%,55,13.72%,Ward 48
24,690,15,2.17%,19,2.75%,18,2.61%,32,4.64%,184,26.67%,196,28.41%,126,18.26%,5,0.72%,95,13.77%,Ward 48
25,522,8,1.53%,4,0.77%,18,3.45%,8,1.53%,224,42.91%,140,26.82%,66,12.64%,0,0%,54,10.34%,Ward 48
26,305,3,0.98%,3,0.98%,8,2.62%,6,1.97%,68,22.30%,116,38.03%,61,20.00%,1,0.33%,39,12.79%,Ward 48
27,316,8,2.53%,0,0%,9,2.85%,11,3.48%,98,31.01%,104,32.91%,47,14.87%,4,1.27%,35,11.08%,Ward 48
28,385,10,2.60%,3,0.78%,8,2.08%,8,2.08%,209,54.29%,64,16.62%,33,8.57%,3,0.78%,47,12.21%,Ward 48
29,219,2,0.91%,7,3.20%,2,0.91%,6,2.74%,19,8.68%,68,31.05%,73,33.33%,0,0%,42,19.18%,Ward 48
30,495,9,1.82%,11,2.22%,19,3.84%,7,1.41%,161,32.53%,157,31.72%,64,12.93%,2,0.40%,65,13.13%,Ward 48
31,436,15,3.44%,7,1.61%,13,2.98%,4,0.92%,223,51.15%,72,16.51%,49,11.24%,3,0.69%,50,11.47%,Ward 48
32,338,11,3.25%,6,1.78%,10,2.96%,14,4.14%,120,35.50%,73,21.60%,72,21.30%,0,0%,32,9.47%,Ward 48
33,213,5,2.35%,3,1.41%,3,1.41%,8,3.76%,38,17.84%,89,41.78%,41,19.25%,1,0.47%,25,11.74%,Ward 48
34,380,6,1.58%,6,1.58%,10,2.63%,5,1.32%,162,42.63%,81,21.32%,57,15.00%,0,0%,53,13.95%,Ward 48
35,659,8,1.21%,9,1.37%,20,3.03%,9,1.37%,240,36.42%,172,26.10%,89,13.51%,1,0.15%,111,16.84%,Ward 48
1,560,19,3.39%,16,2.86%,9,1.61%,68,12.14%,158,28.21%,114,20.36%,117,20.89%,3,0.54%,56,10.00%,Ward 49
2,432,13,3.01%,8,1.85%,17,3.94%,27,6.25%,127,29.40%,98,22.69%,80,18.52%,0,0%,62,14.35%,Ward 49
3,665,14,2.11%,8,1.20%,7,1.05%,47,7.07%,209,31.43%,173,26.02%,120,18.05%,2,0.30%,85,12.78%,Ward 49
4,673,17,2.53%,4,0.59%,12,1.78%,32,4.75%,335,49.78%,99,14.71%,76,11.29%,2,0.30%,96,14.26%,Ward 49
5,693,14,2.02%,5,0.72%,20,2.89%,26,3.75%,283,40.84%,159,22.94%,86,12.41%,4,0.58%,96,13.85%,Ward 49
6,51,3,5.88%,0,0%,1,1.96%,2,3.92%,16,31.37%,10,19.61%,13,25.49%,1,1.96%,5,9.80%,Ward 49
7,690,21,3.04%,12,1.74%,19,2.75%,52,7.54%,248,35.94%,164,23.77%,95,13.77%,2,0.29%,77,11.16%,Ward 49
8,767,10,1.30%,9,1.17%,22,2.87%,20,2.61%,402,52.41%,130,16.95%,88,11.47%,1,0.13%,85,11.08%,Ward 49
9,704,16,2.27%,4,0.57%,15,2.13%,37,5.26%,318,45.17%,109,15.48%,109,15.48%,3,0.43%,93,13.21%,Ward 49
10,472,9,1.91%,7,1.48%,8,1.69%,15,3.18%,147,31.14%,107,22.67%,75,15.89%,4,0.85%,100,21.19%,Ward 49
11,503,17,3.38%,4,0.80%,7,1.39%,43,8.55%,147,29.22%,112,22.27%,82,16.30%,4,0.80%,87,17.30%,Ward 49
12,433,12,2.77%,6,1.39%,8,1.85%,40,9.24%,109,25.17%,75,17.32%,113,26.10%,1,0.23%,69,15.94%,Ward 49
13,565,12,2.12%,7,1.24%,5,0.88%,42,7.43%,186,32.92%,111,19.65%,115,20.35%,3,0.53%,84,14.87%,Ward 49
14,705,17,2.41%,14,1.99%,18,2.55%,39,5.53%,254,36.03%,127,18.01%,132,18.72%,2,0.28%,102,14.47%,Ward 49
15,671,15,2.24%,11,1.64%,19,2.83%,47,7.00%,296,44.11%,103,15.35%,99,14.75%,0,0%,81,12.07%,Ward 49
16,601,11,1.83%,3,0.50%,12,2.00%,36,5.99%,305,50.75%,71,11.81%,86,14.31%,2,0.33%,75,12.48%,Ward 49
17,688,18,2.62%,13,1.89%,18,2.62%,40,5.81%,311,45.20%,115,16.72%,81,11.77%,0,0%,92,13.37%,Ward 49
1,535,3,0.56%,2,0.37%,0,0%,19,3.55%,48,8.97%,394,73.64%,34,6.36%,3,0.56%,32,5.98%,Ward 50
2,464,2,0.43%,6,1.29%,1,0.22%,24,5.17%,54,11.64%,286,61.64%,45,9.70%,1,0.22%,45,9.70%,Ward 50
3,381,2,0.52%,3,0.79%,2,0.52%,16,4.20%,49,12.86%,226,59.32%,45,11.81%,2,0.52%,36,9.45%,Ward 50
4,325,6,1.85%,4,1.23%,4,1.23%,23,7.08%,90,27.69%,101,31.08%,45,13.85%,0,0%,52,16.00%,Ward 50
5,588,9,1.53%,7,1.19%,9,1.53%,27,4.59%,109,18.54%,290,49.32%,73,12.41%,1,0.17%,63,10.71%,Ward 50
6,210,3,1.43%,3,1.43%,5,2.38%,7,3.33%,67,31.90%,51,24.29%,42,20.00%,4,1.90%,28,13.33%,Ward 50
7,601,20,3.33%,12,2.00%,10,1.66%,35,5.82%,172,28.62%,166,27.62%,99,16.47%,0,0%,87,14.48%,Ward 50
8,403,6,1.49%,4,0.99%,2,0.50%,36,8.93%,129,32.01%,90,22.33%,73,18.11%,0,0%,63,15.63%,Ward 50
9,138,0,0%,2,1.45%,0,0%,6,4.35%,6,4.35%,89,64.49%,21,15.22%,0,0%,14,10.14%,Ward 50
10,357,6,1.68%,6,1.68%,0,0%,22,6.16%,40,11.20%,217,60.78%,32,8.96%,0,0%,34,9.52%,Ward 50
11,577,2,0.35%,2,0.35%,6,1.04%,16,2.77%,30,5.20%,458,79.38%,45,7.80%,0,0%,18,3.12%,Ward 50
12,154,2,1.30%,2,1.30%,0,0%,5,3.25%,12,7.79%,97,62.99%,22,14.29%,1,0.65%,13,8.44%,Ward 50
13,527,16,3.04%,9,1.71%,9,1.71%,30,5.69%,159,30.17%,151,28.65%,78,14.80%,2,0.38%,73,13.85%,Ward 50
14,132,2,1.52%,1,0.76%,0,0%,13,9.85%,15,11.36%,77,58.33%,15,11.36%,1,0.76%,8,6.06%,Ward 50
15,478,7,1.46%,6,1.26%,4,0.84%,18,3.77%,129,26.99%,169,35.36%,55,11.51%,2,0.42%,88,18.41%,Ward 50
16,129,0,0%,1,0.78%,1,0.78%,6,4.65%,5,3.88%,93,72.09%,10,7.75%,0,0%,13,10.08%,Ward 50
17,203,4,1.97%,3,1.48%,0,0%,26,12.81%,47,23.15%,72,35.47%,16,7.88%,0,0%,35,17.24%,Ward 50
18,68,1,1.47%,0,0%,0,0%,4,5.88%,3,4.41%,54,79.41%,4,5.88%,0,0%,2,2.94%,Ward 50
19,199,6,3.02%,5,2.51%,1,0.50%,13,6.53%,64,32.16%,53,26.63%,27,13.57%,0,0%,30,15.08%,Ward 50
20,177,6,3.39%,2,1.13%,1,0.56%,17,9.60%,46,25.99%,45,25.42%,32,18.08%,2,1.13%,26,14.69%,Ward 50
21,380,24,6.32%,9,2.37%,5,1.32%,41,10.79%,104,27.37%,68,17.89%,65,17.11%,1,0.26%,63,16.58%,Ward 50
22,580,7,1.21%,4,0.69%,3,0.52%,27,4.66%,44,7.59%,400,68.97%,44,7.59%,3,0.52%,48,8.28%,Ward 50
23,400,8,2.00%,1,0.25%,6,1.50%,21,5.25%,67,16.75%,202,50.50%,49,12.25%,1,0.25%,45,11.25%,Ward 50
24,675,2,0.30%,2,0.30%,3,0.44%,15,2.22%,41,6.07%,550,81.48%,28,4.15%,0,0%,34,5.04%,Ward 50
25,105,0,0%,2,1.90%,2,1.90%,9,8.57%,14,13.33%,45,42.86%,18,17.14%,2,1.90%,13,12.38%,Ward 50
26,187,1,0.53%,0,0%,4,2.14%,12,6.42%,22,11.76%,108,57.75%,20,10.70%,0,0%,20,10.70%,Ward 50
27,115,2,1.74%,2,1.74%,0,0%,10,8.70%,13,11.30%,63,54.78%,10,8.70%,0,0%,15,13.04%,Ward 50
28,479,4,0.84%,8,1.67%,5,1.04%,12,2.51%,123,25.68%,203,42.38%,44,9.19%,1,0.21%,79,16.49%,Ward 50
